cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
3.0,33.0,3.2,-0.48,-1.2,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.1,0.63,-0.64,0,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,32.5,2.9,-1.04,-1.84,0,1.0,3.0,-62.0,0,0,0,0,0,0,1,0,0
3.0,32.0,3.0,-0.42,0.0,0,2.0,4.0,-55.0,1,0,0,0,0,0,0,1,0
2.0,32.0,3.3,-0.39,-1.37,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,44.0,3.7,0.27,0.02,1,1.0,2.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,27.0,2.7,-1.83,-1.92,0,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
3.0,44.0,3.4,0.54,0.61,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,37.7,3.3,-0.92,-0.55,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,28.0,3.3,1.43,1.57,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,43.0,3.2,-0.84,-0.93,0,1.0,1.0,-52.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.3,-0.32,-0.48,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.5,-0.38,0.12,1,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,28.0,3.3,1.16,0.54,0,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,24.0,3.3,-0.73,-0.43,0,1.0,3.0,-43.0,1,0,0,1,0,0,0,0,0
3.0,25.0,3.7,-0.23,-0.75,0,1.0,1.0,-56.0,1,0,0,1,0,0,0,0,0
4.0,29.5,3.7,-1.77,-1.91,1,1.0,4.0,-61.0,0,0,0,1,0,0,0,0,0
5.0,42.5,3.7,1.14,1.04,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,41.0,2.6,-0.69,-0.73,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,34.0,3.5,-1.43,-1.42,0,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,35.0,2.8,-1.7,-1.16,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,48.0,3.8,0.84,0.01,0,1.0,4.0,-63.0,1,0,0,0,0,0,1,0,0
1.0,23.0,2.8,-2.23,-2.2,0,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
4.0,30.0,3.9,-0.45,-0.86,0,1.0,3.0,-62.0,1,0,1,0,0,0,0,0,0
1.0,35.0,3.4,-1.09,-1.46,0,1.0,3.0,-61.0,1,0,1,0,0,0,0,0,0
4.0,39.0,2.5,-0.89,-1.2,0,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
3.0,38.0,2.5,0.52,0.96,1,1.0,4.0,-50.0,1,0,0,0,0,0,0,1,0
3.0,30.0,3.5,-1.04,-1.32,0,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
4.0,30.0,3.3,-0.41,-0.7,0,2.0,4.0,-59.0,0,0,1,0,0,0,0,0,0
4.0,42.0,3.6,2.02,2.17,1,1.0,3.0,-66.0,0,0,0,0,0,0,0,1,0
1.0,40.0,3.8,0.84,0.69,1,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.4,0.71,0.66,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
5.0,35.0,2.9,-0.14,-0.19,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,32.0,2.9,-1.22,-1.09,0,1.0,3.0,-62.0,1,1,0,0,0,0,0,0,0
1.0,39.0,3.5,-0.68,-0.36,1,1.0,2.0,-53.0,0,0,0,0,0,0,0,1,0
2.0,28.0,3.0,-0.16,-0.6,1,1.0,3.0,-62.0,0,0,0,0,0,0,1,0,0
3.0,29.5,2.6,-2.02,-1.64,0,1.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
4.0,46.0,3.6,-0.29,-0.88,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.7,-1.92,-1.77,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,40.0,3.0,0.86,1.22,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.3,0.55,1.06,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,37.0,3.4,0.56,0.95,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,40.0,3.1,1.23,0.54,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,35.0,2.8,1.57,1.35,0,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
5.0,40.0,3.3,-1.11,-2.05,1,1.0,3.0,-68.0,0,0,0,0,0,0,0,1,0
4.0,39.0,2.9,-0.16,0.47,1,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.5,0.37,0.61,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,41.0,2.7,-0.45,-0.83,1,1.0,3.0,-60.0,0,0,1,0,0,0,0,0,0
4.0,36.0,3.0,-0.51,-1.03,0,1.0,5.0,-61.0,0,0,0,0,0,0,1,0,0
4.0,37.0,3.2,-0.42,-1.41,1,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.2,-0.84,-0.92,1,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
4.0,46.0,3.8,-0.97,-1.11,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,36.0,3.9,1.13,0.93,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,36.0,2.7,0.2,-0.02,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.0,0.78,0.55,1,1.0,5.0,-48.0,1,0,0,0,0,0,0,1,0
6.0,22.0,2.9,0.67,-0.08,0,1.0,2.0,-59.0,1,0,0,1,0,0,0,0,0
3.0,31.5,2.8,1.09,1.51,1,1.0,4.0,-57.0,0,0,0,0,0,0,0,0,1
4.0,39.0,3.6,1.04,0.91,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,38.0,2.5,-0.36,0.63,0,2.0,1.0,-54.0,0,0,0,0,0,0,0,1,0
1.0,25.5,3.3,-0.91,-1.01,0,1.0,3.0,-58.0,0,0,1,0,0,0,0,0,0
1.0,45.0,3.6,-0.4,-1.12,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
2.0,32.0,3.3,-0.71,-0.64,0,1.0,2.0,-53.0,1,0,0,0,0,0,0,1,0
6.0,25.0,2.4,-0.42,-1.25,0,1.0,4.0,-60.0,0,0,0,0,0,0,1,0,0
5.0,42.0,2.4,1.55,0.06,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,34.0,3.5,-0.05,-0.56,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.0,0.93,1.83,1,1.0,1.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.2,-0.76,-1.29,0,1.0,4.0,-65.0,0,0,0,0,0,0,0,1,0
4.0,37.0,2.7,-0.29,-0.62,0,2.0,2.0,-52.0,0,0,0,0,0,0,0,1,0
3.0,30.0,3.3,-1.81,-1.07,0,2.0,3.0,-65.0,0,0,0,0,0,0,1,0,0
1.0,33.0,3.6,0.24,0.11,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,36.0,3.3,0.96,0.82,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,48.0,3.6,0.29,0.13,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.8,-0.89,-1.0,1,1.0,5.0,-58.0,1,0,1,0,0,0,0,0,0
3.0,26.0,3.6,-1.74,-1.8,1,1.0,1.0,-62.0,1,0,0,1,0,0,0,0,0
4.0,44.0,3.2,-1.69,-2.04,0,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
3.0,18.0,3.5,-1.14,-0.5,1,2.0,1.0,-47.0,1,0,0,1,0,0,0,0,0
1.0,36.0,3.5,0.58,0.49,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,30.0,2.1,-0.17,0.07,0,2.0,3.0,-52.0,1,0,0,1,0,0,0,0,0
3.0,39.0,3.0,-0.56,-1.53,0,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.7,0.38,0.67,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,33.0,3.1,1.08,0.29,0,2.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
4.0,40.0,3.7,-0.84,-0.76,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,28.0,3.3,-0.79,-1.02,1,1.0,2.0,-62.0,1,0,0,1,0,0,0,0,0
4.0,31.0,3.0,-1.05,-1.37,0,1.0,3.0,-50.0,1,0,0,1,0,0,0,0,0
4.0,37.5,3.2,-0.04,-0.75,0,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.1,-0.1,0.26,1,1.0,1.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,37.0,3.4,-0.26,0.04,0,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
5.0,32.0,3.1,-0.85,-1.43,0,1.0,4.0,-60.0,1,0,0,0,0,0,1,0,0
3.0,35.0,3.0,-0.31,-0.67,0,1.0,3.0,-45.0,1,0,0,0,0,0,0,1,0
3.0,38.0,2.5,0.24,0.08,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
6.0,25.0,2.0,0.28,-1.02,0,1.0,3.0,-57.0,0,0,0,0,1,0,0,0,0
3.0,29.5,3.3,-1.46,-1.93,0,1.0,3.0,-44.0,0,0,0,0,0,0,0,1,0
3.0,26.5,3.2,-0.62,-1.16,0,1.0,3.0,-55.0,0,0,0,0,0,0,0,1,0
3.0,42.0,3.2,0.99,1.12,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,32.0,3.1,0.04,0.22,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.2,-0.87,-1.02,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,28.0,3.2,-0.67,-1.54,0,2.0,2.0,-56.0,1,0,0,0,0,0,1,0,0
1.0,37.0,3.6,0.61,0.93,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.2,-0.07,0.05,1,1.0,4.0,-50.0,0,0,0,0,0,0,0,1,0
4.0,44.0,3.9,-0.61,-0.89,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
5.0,45.0,3.4,1.37,1.71,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,26.5,3.7,-0.26,-1.07,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.2,-0.59,-0.14,1,1.0,3.0,-67.0,0,0,0,0,0,0,0,1,0
6.0,32.0,3.6,0.46,0.12,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.4,-1.55,-2.02,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.0,-1.18,-1.23,0,1.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
2.0,33.0,2.5,-0.97,-1.15,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,25.0,3.7,0.79,0.1,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,37.0,2.6,0.15,0.0,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,37.0,2.8,0.72,0.44,1,1.0,5.0,-60.0,1,0,0,0,0,0,0,1,0
4.0,37.0,2.9,-1.64,-2.09,0,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.3,1.31,1.59,0,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.2,-0.55,-0.68,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.3,-0.79,-1.63,0,1.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
2.0,19.0,2.2,-1.03,-1.32,0,1.0,3.0,-50.0,0,0,0,0,0,0,0,1,0
4.0,35.5,3.6,-0.75,-1.38,1,1.0,2.0,-46.0,0,0,0,1,0,0,0,0,0
3.0,39.0,3.9,1.54,1.61,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
4.0,40.0,3.7,1.59,1.75,1,1.0,3.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,28.0,3.3,0.85,0.48,1,1.0,4.0,-62.0,1,0,1,0,0,0,0,0,0
3.0,35.0,2.9,0.87,0.88,1,2.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
1.0,38.0,3.2,-0.28,-0.61,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
2.0,20.0,3.3,-0.71,-0.52,0,2.0,1.0,-61.0,1,0,0,0,0,0,0,0,1
4.0,32.0,3.0,0.85,0.15,1,1.0,5.0,-58.0,1,0,0,0,0,0,0,1,0
3.0,32.0,2.7,-1.34,-1.69,0,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.7,-0.03,-0.3,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,36.0,3.6,0.42,0.42,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
4.0,36.0,3.7,-1.57,-0.94,0,2.0,2.0,-49.0,0,0,1,0,0,0,0,0,0
3.0,34.0,3.2,0.76,1.01,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,29.5,3.6,0.47,0.36,1,1.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
3.0,25.0,3.4,-1.77,-1.63,0,1.0,3.0,-62.0,0,1,0,0,0,0,0,0,0
2.0,31.0,3.3,-0.86,-0.61,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
6.0,21.5,2.9,0.72,-0.43,0,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
3.0,37.0,3.7,0.96,1.12,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,35.0,3.2,-1.14,-0.91,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
6.0,27.0,2.6,-0.46,-1.32,0,2.0,2.0,-57.0,1,1,0,0,0,0,0,0,0
2.0,32.0,3.5,1.06,1.05,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,34.5,2.9,-0.5,-0.85,0,1.0,2.0,-46.0,1,0,0,0,0,0,0,1,0
1.0,27.0,3.1,0.16,-0.15,1,1.0,4.0,-61.0,1,0,0,0,0,0,1,0,0
1.0,46.0,3.0,1.42,1.58,1,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
2.0,30.0,3.0,-0.51,-0.64,0,1.0,4.0,-61.0,1,0,1,0,0,0,0,0,0
4.0,42.0,3.5,0.25,0.4,1,1.0,4.0,-52.0,0,0,0,0,0,0,0,1,0
3.0,29.0,3.0,-1.38,-1.03,0,1.0,3.0,-53.0,1,0,0,0,0,0,0,1,0
3.0,38.5,3.3,1.35,1.64,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,28.5,2.7,-0.14,0.57,1,2.0,5.0,-66.0,0,0,0,0,0,0,0,1,0
3.0,34.3,2.6,-0.58,-0.68,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,33.5,3.8,0.28,-0.02,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,34.0,3.4,-0.44,-0.91,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,33.0,3.9,-0.48,-0.68,0,1.0,3.0,-53.0,0,0,0,0,0,0,0,1,0
3.0,24.0,3.1,-1.86,-1.84,0,1.0,3.0,-41.0,1,0,0,0,0,0,0,1,0
2.0,27.0,3.2,-1.33,-1.2,0,1.0,2.0,-57.0,1,0,0,0,0,0,1,0,0
6.0,26.0,3.6,0.03,0.34,0,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
4.0,33.0,2.7,-1.52,-1.49,0,1.0,4.0,-61.0,1,0,0,0,1,0,0,0,0
3.0,46.0,3.4,0.79,1.33,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,39.0,2.6,-1.02,-1.33,0,1.0,2.0,-57.0,1,0,0,0,0,0,1,0,0
3.0,31.0,2.8,-0.23,-2.15,0,1.0,3.0,-65.0,0,0,0,0,1,0,0,0,0
3.0,34.0,3.0,-0.85,0.73,1,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.3,-0.47,-0.09,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.1,-1.06,-0.2,1,1.0,2.0,-58.0,0,0,0,0,0,0,0,1,0
4.0,40.0,2.9,-1.44,-1.82,0,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
1.0,27.5,3.0,-0.7,-1.09,0,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.5,-1.35,-1.05,0,1.0,2.0,-61.0,1,0,0,0,0,0,0,0,1
4.0,23.0,3.2,-1.37,-2.05,0,1.0,2.0,-61.0,1,0,1,0,0,0,0,0,0
5.0,40.0,3.2,-0.34,-0.36,1,1.0,2.0,-52.0,0,0,0,0,0,1,0,0,0
3.0,43.0,2.2,-0.08,-0.56,1,2.0,4.0,-53.0,0,0,0,0,0,0,0,1,0
2.0,31.0,3.5,-0.53,-0.45,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,40.0,2.8,-0.59,-0.27,0,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.0,-1.21,-1.08,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,32.0,2.7,0.16,-1.39,0,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
5.0,29.5,3.3,-1.21,-1.76,1,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
5.0,45.0,3.4,-0.5,-0.65,1,1.0,2.0,-58.0,1,0,0,0,0,0,0,1,0
2.0,33.0,2.6,0.01,-1.12,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,32.0,3.4,-0.28,-0.24,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.3,0.5,-0.12,1,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.4,1.52,1.67,1,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.3,1.1,1.0,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,31.0,3.4,-0.21,-0.71,1,1.0,4.0,-67.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.8,-0.55,-0.11,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
2.0,39.0,2.7,0.01,-0.5,0,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,37.0,2.8,0.54,0.46,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,33.0,3.2,1.2,1.09,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,38.0,3.5,0.16,-0.47,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.8,-1.54,-1.42,0,2.0,3.0,-66.0,1,0,0,0,0,0,0,1,0
2.0,33.0,3.0,-1.51,-0.84,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,28.5,3.0,-1.35,-1.67,0,1.0,1.0,-60.0,0,0,0,1,0,0,0,0,0
3.0,32.0,3.6,0.41,0.14,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,35.5,3.1,-1.87,-2.36,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.5,-0.72,-1.4,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,35.0,3.4,-0.32,-0.17,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,40.0,3.3,0.69,1.31,1,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.5,0.64,0.56,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.7,-1.81,-1.34,1,1.0,5.0,-61.0,1,0,0,0,0,0,1,0,0
3.0,31.0,3.1,1.87,1.05,1,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,41.0,3.0,0.16,0.49,0,2.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
5.0,42.0,3.6,-0.45,-1.06,0,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
3.0,31.0,3.0,-1.53,-1.17,0,1.0,2.0,-48.0,0,0,0,0,1,0,0,0,0
3.0,41.0,3.5,-0.02,-0.66,1,1.0,3.0,-64.0,0,0,0,0,0,0,0,1,0
1.0,28.0,2.4,-0.04,0.13,0,1.0,4.0,-61.0,1,0,0,1,0,0,0,0,0
5.0,39.0,3.5,1.5,1.08,1,1.0,2.0,-61.0,0,0,1,0,0,0,0,0,0
1.0,26.5,3.0,-1.54,-1.59,1,1.0,1.0,-62.0,1,0,0,0,1,0,0,0,0
2.0,28.5,2.9,-1.13,-0.87,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,41.0,3.6,-1.13,-1.68,0,1.0,3.0,-66.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.4,0.39,0.13,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,34.0,3.9,1.12,0.77,1,1.0,3.0,-65.0,0,0,0,0,0,0,0,1,0
3.0,31.0,3.6,-1.13,-1.61,0,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
3.0,38.0,2.8,-1.39,-1.94,1,1.0,5.0,-67.0,0,0,0,0,0,0,0,1,0
6.0,38.0,3.8,1.56,1.84,1,1.0,3.0,-56.0,1,0,0,0,0,0,0,1,0
3.0,31.0,3.6,-0.03,-0.63,0,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.2,-1.48,-1.54,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,45.0,3.8,-1.31,-1.34,0,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
6.0,29.5,2.3,-1.24,-0.97,0,1.0,4.0,-56.0,1,0,0,1,0,0,0,0,0
3.0,38.0,2.9,-1.78,-2.02,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.0,-0.82,-0.95,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,30.0,2.8,-0.55,-1.14,0,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
5.0,44.0,3.9,0.38,0.85,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.5,0.16,-0.09,1,1.0,4.0,-60.0,0,0,1,0,0,0,0,0,0
3.0,32.5,2.7,1.02,0.08,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,32.0,3.1,-1.07,-0.61,0,2.0,3.0,-39.0,1,0,0,0,0,0,0,1,0
1.0,35.0,2.9,0.25,0.02,1,1.0,4.0,-51.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.1,0.57,-0.05,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,34.5,2.9,0.52,0.55,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,20.0,2.7,-0.93,-1.69,0,1.0,4.0,-67.0,1,0,0,1,0,0,0,0,0
4.0,42.0,3.7,0.04,0.1,1,1.0,3.0,-58.0,1,0,0,0,0,0,0,1,0
1.0,40.5,3.2,-0.79,-0.76,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,34.0,4.0,1.01,1.23,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,34.5,2.7,-1.27,-1.6,0,1.0,4.0,-61.0,0,0,1,0,0,0,0,0,0
3.0,29.3,3.0,-0.69,-0.8,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,35.0,3.3,-0.65,-1.04,0,1.0,5.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,40.0,3.7,0.85,0.64,1,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
3.0,37.0,2.7,0.15,0.8,1,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,31.5,3.0,0.35,-0.4,1,1.0,2.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,45.0,3.1,-0.37,-0.48,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,36.0,3.0,1.27,1.12,1,1.0,2.0,-45.0,0,0,0,0,0,0,0,1,0
1.0,25.0,2.1,-2.54,-2.96,0,1.0,2.0,-41.0,0,0,0,1,0,0,0,0,0
3.0,32.5,2.8,-0.28,0.32,0,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
6.0,26.5,1.8,-0.58,-1.49,0,1.0,2.0,-62.0,0,0,0,1,0,0,0,0,0
4.0,34.0,2.8,-1.63,-1.45,0,1.0,3.0,-66.0,0,0,0,1,0,0,0,0,0
4.0,28.5,2.6,-0.64,-1.58,0,1.0,2.0,-60.0,0,0,0,0,1,0,0,0,0
1.0,38.0,2.9,-0.4,-0.02,1,1.0,3.0,-42.0,1,0,0,0,0,0,0,1,0
1.0,35.0,3.3,-0.94,-1.69,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,26.0,3.2,-1.23,-1.68,0,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
3.0,41.0,2.9,0.1,-0.12,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
4.0,41.0,2.7,-1.92,-0.82,1,2.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.1,1.29,1.33,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,36.0,3.9,1.71,1.37,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,45.0,2.7,-1.14,-1.35,0,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
2.0,27.5,3.7,-0.92,-0.52,1,1.0,4.0,-38.0,1,0,0,0,0,0,0,1,0
1.0,30.0,3.8,-0.96,-1.52,0,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
2.0,28.0,3.6,1.07,1.17,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,31.0,3.6,-0.94,-1.1,0,1.0,4.0,-61.0,0,0,0,0,0,0,1,0,0
3.0,37.0,3.6,1.54,1.2,1,1.0,3.0,-67.0,0,0,0,0,0,0,0,1,0
3.0,43.0,2.3,-1.33,-1.7,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,27.0,2.5,-2.06,-1.82,0,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
3.0,25.0,3.1,-0.66,-0.86,0,1.0,3.0,-61.0,1,0,0,0,0,0,1,0,0
1.0,40.0,3.9,0.91,0.81,1,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.9,0.65,0.88,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,36.0,3.5,0.86,0.75,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
