,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
856,0.06,0.71,0.05,0.69,0.09,0.28,0.92,0.92,0.89,0.1,0.0,0.0,0.28,0.83,0.33,0.42,0.16,0.16,0.27,0.31,0.22,0.24,0.17,0.09,0.23,0.27,0.31,0.06,0.45,0.16,0.2,0.53,0.45,0.55,0.12,0.61,0.29,0.42,0.41,0.83,0.42,0.42,0.58,0.58,0.59,0.63,0.53,0.64,0.66,0.02,0.32,0.01,0.73,0.73,0.77,0.73,0.21,0.19,0.18,0.16,0.71,0.12,0.32,0.28,0.54,0.61,0.5,0.39,0.39,0.58,0.0,0.1,0.51,0.38,0.06,0.36,0.75,0.45,0.2,0.2,0.19,0.2,0.35,0.35,0.39,0.34,0.63,0.44,0.28,0.01,0.0,0.12,0.37,0.19,0.19,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,0.04,0.39,0.91,0.27,0.02,0.01,0.48,0.5,0.35,0.45,0.0,0.0,0.17,0.49,0.38,0.29,0.51,0.63,0.4,0.21,0.23,0.39,0.17,0.34,0.29,0.2,0.51,0.08,0.62,0.58,0.65,0.28,0.54,0.41,0.62,0.43,0.68,0.36,0.63,0.49,0.63,0.66,0.43,0.23,0.24,0.21,0.27,0.6,0.64,0.07,0.83,0.0,0.52,0.57,0.47,0.51,0.03,0.03,0.02,0.02,0.95,0.04,0.22,0.2,0.37,0.37,0.41,0.35,0.17,0.56,0.0,0.05,0.77,0.37,0.6,0.42,0.6,0.57,0.18,0.11,0.11,0.13,0.08,0.12,0.14,0.17,0.59,0.42,0.61,0.02,0.0,0.02,0.88,0.46,0.75,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
858,0.06,0.51,0.47,0.61,0.03,0.03,0.45,0.52,0.34,0.43,0.07,1.0,0.16,0.39,0.19,0.33,0.6,0.64,0.61,0.18,0.15,0.17,0.16,0.22,0.54,0.17,0.2,0.08,0.57,0.31,0.53,0.11,0.9,0.22,0.5,0.38,0.64,0.22,0.9,0.5,0.69,0.81,0.52,0.33,0.35,0.31,0.31,0.5,0.51,0.06,0.53,0.0,0.26,0.32,0.35,0.35,0.01,0.02,0.02,0.01,0.95,0.02,0.33,0.29,0.44,0.43,0.47,0.49,0.1,0.47,0.5,0.12,0.47,0.5,0.97,0.7,0.23,0.55,0.23,0.04,0.04,0.04,0.12,0.16,0.16,0.17,0.56,0.08,0.31,0.04,0.0,0.02,0.82,0.57,0.74,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
859,0.02,0.68,0.02,0.68,0.02,1.0,0.51,0.49,0.32,0.39,0.0,0.0,0.12,0.37,0.95,0.19,0.53,0.75,0.28,0.11,0.11,0.12,0.12,0.11,0.72,0.18,0.22,0.05,0.76,0.83,0.74,0.15,0.67,0.23,0.07,0.33,0.4,0.28,0.42,0.34,0.46,0.46,0.77,0.66,0.6,0.71,0.68,0.17,0.16,0.01,0.14,0.0,0.09,0.07,0.12,0.18,0.02,0.01,0.02,0.03,0.0,0.59,0.57,0.57,0.72,0.7,0.71,0.61,0.52,0.57,0.0,0.04,0.52,0.62,1.0,0.88,0.52,0.72,0.67,0.03,0.03,0.04,0.06,0.12,0.13,0.14,0.4,0.49,0.63,0.0,0.0,0.09,0.96,0.73,0.85,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,0.01,0.29,0.03,0.94,0.06,0.07,0.23,0.34,0.19,0.74,0.03,1.0,0.31,0.43,0.11,0.65,0.66,0.25,0.84,0.35,0.35,0.34,0.28,0.19,0.39,0.17,0.34,0.01,0.15,0.3,0.43,0.32,0.21,0.43,0.49,0.5,0.45,0.4,0.39,0.34,0.37,0.39,0.33,0.71,0.72,0.74,0.57,0.53,0.67,0.0,0.12,0.01,0.11,0.17,0.25,0.29,0.03,0.04,0.06,0.06,0.83,0.05,0.13,0.12,0.28,0.4,0.12,0.64,0.04,0.47,0.5,0.01,0.89,0.56,0.11,0.31,0.31,0.03,0.07,0.21,0.2,0.2,0.38,0.4,0.42,0.39,0.54,0.43,0.46,0.0,0.0,0.13,0.83,0.72,0.61,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,0.0,0.72,0.02,0.57,0.03,1.0,0.62,0.51,0.35,0.46,0.0,0.0,0.06,0.12,0.51,0.22,0.7,0.98,0.7,0.05,0.05,0.06,0.04,0.03,0.37,0.15,0.18,0.05,1.0,1.0,0.93,0.13,1.0,0.03,0.27,0.4,0.34,0.29,0.38,0.45,0.51,0.48,0.86,0.41,0.37,0.43,0.41,0.13,0.09,0.02,0.41,0.03,0.38,0.44,0.44,0.45,0.92,0.93,0.85,0.8,0.0,1.0,0.84,0.82,0.78,0.75,0.78,0.54,0.55,0.48,0.5,0.01,0.71,0.56,0.31,0.55,0.27,0.8,0.59,0.06,0.06,0.06,0.02,0.11,0.13,0.1,0.68,0.56,0.49,0.0,0.0,1.0,0.44,0.61,0.65,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,0.01,0.28,0.26,0.78,0.04,0.02,0.32,0.43,0.31,0.65,0.0,0.0,0.21,0.5,0.29,0.4,0.6,0.29,0.37,0.25,0.25,0.26,0.18,1.0,0.58,0.06,0.11,0.02,0.33,0.57,0.6,0.23,0.2,0.54,0.97,0.28,0.85,0.3,0.6,0.3,0.66,0.67,0.29,0.44,0.44,0.52,0.61,0.7,0.83,0.01,0.36,0.0,0.27,0.46,0.41,0.51,0.02,0.03,0.03,0.03,0.95,0.04,0.1,0.09,0.26,0.27,0.29,0.48,0.1,0.62,0.0,0.02,0.75,0.48,0.14,0.38,0.5,0.4,0.11,0.09,0.09,0.09,0.13,0.16,0.16,0.18,0.33,0.28,0.32,0.01,0.0,0.03,0.82,0.55,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,0.02,0.46,0.0,0.98,0.01,0.09,0.41,0.43,0.25,0.46,0.03,1.0,0.38,0.56,0.24,0.53,0.59,0.15,0.71,0.39,0.32,0.31,0.47,0.18,0.63,0.32,0.36,0.01,0.12,0.2,0.36,0.17,0.28,0.5,0.56,0.31,0.47,0.31,0.39,0.31,0.39,0.4,0.49,0.75,0.76,0.88,0.74,0.49,0.48,0.0,0.05,0.0,0.08,0.11,0.1,0.12,0.02,0.02,0.02,0.02,0.88,0.07,0.23,0.23,0.5,0.53,0.35,0.78,0.09,0.4,0.5,0.01,0.92,0.74,0.27,0.56,0.38,0.12,0.07,0.09,0.08,0.08,0.3,0.29,0.3,0.31,0.37,0.08,0.39,0.0,0.0,0.08,0.72,0.74,0.84,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,0.02,0.89,0.0,0.34,0.02,1.0,0.66,0.57,0.38,0.35,0.0,0.0,0.02,0.36,0.39,0.1,0.57,1.0,0.25,0.01,0.02,0.04,0.7,0.0,0.63,0.13,0.18,0.09,1.0,1.0,1.0,0.12,1.0,0.08,0.24,0.56,0.52,0.36,0.21,0.43,0.41,0.34,1.0,0.6,0.53,0.72,0.58,0.25,0.09,0.01,0.17,0.05,0.25,0.28,0.31,0.32,0.63,0.62,0.63,0.6,0.0,1.0,1.0,1.0,0.97,0.99,0.88,0.48,1.0,0.58,0.0,0.02,0.69,0.48,0.5,0.57,0.67,1.0,1.0,0.05,0.05,0.05,0.02,0.07,0.09,0.06,0.55,0.57,0.49,0.0,0.02,1.0,0.52,0.74,0.76,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
865,0.01,0.51,0.03,0.92,0.13,0.03,0.47,0.52,0.31,0.38,0.02,1.0,0.16,0.48,0.22,0.25,0.46,0.34,0.34,0.15,0.15,0.14,0.16,0.1,0.11,0.99,0.31,0.02,0.49,0.57,0.62,0.14,0.47,0.42,0.64,0.3,0.65,0.23,0.54,0.21,0.64,0.63,0.49,0.57,0.6,0.72,0.56,0.65,0.63,0.0,0.12,0.0,0.52,0.45,0.79,0.84,0.08,0.06,0.09,0.09,0.95,0.04,0.22,0.23,0.51,0.51,0.52,0.6,0.18,0.41,0.5,0.02,0.73,0.61,0.21,0.49,0.75,0.64,0.21,0.07,0.05,0.07,0.09,0.13,0.12,0.11,0.38,0.48,0.39,0.0,0.01,0.06,0.7,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,0.05,0.54,0.74,0.4,0.05,0.01,0.61,0.68,0.57,0.39,0.07,1.0,0.25,0.62,0.12,0.28,0.47,0.36,0.41,0.26,0.22,0.29,0.19,0.1,0.16,0.32,0.43,0.06,0.43,0.57,0.65,0.27,0.44,0.51,0.62,0.32,0.66,0.31,0.54,0.58,0.5,0.54,0.53,0.36,0.32,0.41,0.38,0.78,0.72,0.06,0.72,0.0,0.27,0.2,0.37,0.54,0.02,0.02,0.03,0.04,0.95,0.03,0.34,0.31,0.48,0.46,0.52,0.41,0.25,0.57,0.0,0.05,0.75,0.43,0.28,0.42,0.54,0.55,0.44,0.09,0.09,0.11,0.18,0.23,0.26,0.3,0.42,0.35,0.53,0.03,0.0,0.03,0.71,0.51,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
867,0.07,0.22,0.32,0.73,0.04,0.09,0.27,0.37,0.25,0.82,0.08,1.0,0.22,0.25,0.15,0.52,0.76,0.26,0.58,0.24,0.38,0.43,0.17,0.17,0.18,0.24,0.32,0.06,0.34,0.26,0.4,0.33,0.26,0.35,0.16,0.41,0.28,0.37,0.85,0.44,0.77,0.84,0.22,0.26,0.26,0.29,0.24,0.62,0.68,0.04,0.4,0.02,0.24,0.3,0.32,0.36,0.11,0.12,0.12,0.12,0.86,0.09,0.15,0.11,0.2,0.15,0.31,0.43,0.18,0.8,0.0,0.22,0.34,0.47,0.22,0.29,0.58,0.48,0.17,0.14,0.14,0.17,0.33,0.35,0.4,0.37,0.62,0.56,0.29,0.05,0.02,0.19,0.21,0.43,0.56,0.45,0.07,0.72,0.94,0.63,0.05,0.34,0.16,0.72,0.67,0.94,0.05,0.0,0.14,0.05,0.1,0.64,0.06,0.04,0.29,0.09,0.32,0.06,0.25,0.0,0.7,0.54,1.0
868,0.23,0.33,0.15,0.68,0.28,0.3,0.38,0.69,0.41,0.14,0.25,1.0,0.33,0.86,0.31,0.38,0.13,0.09,0.17,0.34,0.39,0.43,0.31,0.17,0.26,0.24,0.3,0.15,0.27,0.25,0.32,0.42,0.31,0.8,0.35,0.2,0.35,0.41,0.68,0.51,0.75,0.74,0.45,0.58,0.59,0.67,0.56,0.7,0.69,0.05,0.19,0.13,0.47,0.56,0.68,0.79,0.41,0.43,0.48,0.51,0.66,0.31,0.27,0.21,0.37,0.49,0.35,0.23,0.37,0.73,0.0,0.42,0.54,0.21,0.08,0.24,0.77,0.36,0.2,0.17,0.16,0.16,0.38,0.37,0.42,0.36,0.3,0.37,0.29,0.0,0.0,0.37,0.51,0.26,0.44,0.51,0.04,0.12,0.95,0.15,0.05,0.13,0.31,0.12,0.69,0.89,0.06,0.1,0.08,0.12,0.04,0.71,0.13,0.2,0.19,0.08,0.08,0.04,0.75,1.0,0.52,0.09,0.0
869,0.12,0.44,0.42,0.6,0.24,0.08,0.9,0.91,0.92,0.28,0.13,1.0,0.16,0.63,0.22,0.49,0.32,0.31,0.34,0.26,0.22,0.27,0.16,0.2,0.2,0.21,0.29,0.18,0.7,0.17,0.24,0.66,0.41,0.37,0.07,1.0,0.15,0.65,0.38,0.96,0.5,0.46,0.39,0.42,0.41,0.51,0.46,0.48,0.52,0.08,0.65,0.05,0.72,0.74,0.79,0.75,0.41,0.37,0.36,0.31,0.82,0.06,0.19,0.14,0.32,0.39,0.3,0.36,0.22,0.58,0.0,0.14,0.69,0.34,0.42,0.4,0.63,0.35,0.26,0.11,0.11,0.13,0.19,0.22,0.28,0.24,0.89,0.34,0.28,0.02,0.02,0.24,0.4,0.24,0.21,0.45,0.03,0.2,0.96,0.23,0.03,0.14,0.21,0.2,0.7,0.65,0.29,0.01,0.18,0.23,0.06,0.43,0.19,0.1,0.2,0.15,0.22,0.03,0.63,1.0,0.86,0.18,1.0
870,0.03,0.25,0.89,0.26,0.08,0.11,0.26,0.35,0.2,1.0,0.04,1.0,0.15,0.13,0.17,0.39,0.9,0.22,0.49,0.17,0.21,0.25,0.25,0.22,0.2,0.16,0.31,0.03,0.37,0.39,0.56,0.14,0.48,0.23,0.19,0.44,0.35,0.21,0.52,0.35,0.54,0.56,0.31,0.25,0.29,0.36,0.27,0.74,0.76,0.04,0.59,0.06,0.33,0.41,0.49,0.58,0.74,0.83,0.88,0.96,0.65,0.22,0.28,0.22,0.27,0.17,0.46,0.52,0.32,0.93,0.0,0.1,0.4,0.59,0.07,0.45,0.73,0.14,0.14,0.18,0.16,0.13,0.43,0.43,0.43,0.44,0.78,0.7,0.39,0.0,0.0,0.97,0.13,0.47,0.51,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.64,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
871,0.04,0.65,0.12,0.48,0.15,0.63,0.51,0.52,0.32,0.33,0.0,0.0,0.22,0.46,0.38,0.22,0.45,1.0,0.34,0.19,0.16,0.22,0.17,0.12,0.11,0.19,0.23,0.06,0.57,0.65,0.69,0.11,0.61,0.37,0.38,0.34,0.58,0.22,0.51,0.37,0.62,0.6,0.72,0.48,0.46,0.43,0.51,0.22,0.28,0.04,0.44,0.03,0.36,0.46,0.48,0.56,0.3,0.34,0.32,0.35,0.48,0.48,0.57,0.56,0.71,0.62,0.79,0.42,0.55,0.5,0.5,0.02,0.86,0.47,0.15,0.37,0.67,0.34,0.31,0.14,0.13,0.13,0.23,0.26,0.29,0.29,0.69,0.59,0.31,0.01,0.0,0.35,0.66,0.4,0.68,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
872,0.01,0.65,0.01,0.97,0.04,0.05,0.4,0.39,0.2,0.11,0.02,1.0,0.72,0.89,0.91,0.58,0.12,0.05,0.22,0.63,0.52,0.5,0.63,0.24,0.33,0.58,0.68,0.0,0.05,0.11,0.15,0.48,0.12,0.76,0.35,0.25,0.19,0.54,0.24,0.17,0.25,0.25,0.56,0.94,0.92,0.95,0.92,0.54,0.44,0.0,0.01,0.0,0.0,0.02,0.12,0.2,0.0,0.0,0.02,0.02,0.94,0.03,0.13,0.17,0.69,0.66,0.66,0.88,0.06,0.11,0.5,0.01,0.75,0.88,0.13,0.56,0.92,0.07,0.02,0.23,0.27,0.3,0.42,0.4,0.48,0.48,0.48,0.57,0.33,0.0,0.0,0.06,0.51,0.28,0.46,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,0.01,0.67,0.04,0.93,0.06,0.08,0.39,0.41,0.18,0.04,0.02,1.0,0.69,0.95,0.55,0.63,0.06,0.03,0.08,0.61,0.48,0.47,0.5,0.31,0.31,0.36,0.43,0.0,0.01,0.03,0.08,0.58,0.17,0.85,0.39,0.23,0.11,0.68,0.29,0.18,0.27,0.29,0.64,0.94,0.94,0.95,0.76,0.33,0.41,0.0,0.02,0.0,0.14,0.16,0.21,0.24,0.02,0.02,0.03,0.03,0.91,0.05,0.21,0.25,0.73,0.7,0.69,0.87,0.08,0.11,0.5,0.02,0.75,0.87,0.0,0.43,0.94,0.08,0.0,0.24,0.22,0.22,0.53,0.58,0.67,0.68,0.34,0.65,0.29,0.0,0.0,0.07,0.39,0.29,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,0.05,0.21,0.4,0.64,0.11,0.06,0.34,0.73,0.48,0.31,0.07,1.0,0.26,0.67,0.24,0.35,0.3,0.21,0.29,0.29,0.37,0.42,0.25,0.23,0.21,0.28,0.3,0.05,0.37,0.24,0.31,0.45,0.31,0.63,0.24,0.29,0.24,0.45,0.75,0.62,0.83,0.82,0.31,0.43,0.45,0.56,0.27,0.56,0.56,0.03,0.34,0.01,0.5,0.64,0.74,0.82,0.18,0.2,0.21,0.22,0.87,0.1,0.17,0.12,0.21,0.29,0.25,0.15,0.13,0.78,0.0,0.17,0.39,0.16,0.12,0.2,0.79,0.34,0.18,0.17,0.18,0.24,0.42,0.41,0.42,0.43,0.53,0.41,0.31,0.04,0.02,0.15,0.42,0.19,0.2,0.08,0.06,0.67,0.93,0.8,0.1,0.77,0.41,0.67,0.58,0.93,0.08,0.02,0.06,0.07,0.16,0.79,0.28,0.06,0.18,0.07,0.19,0.05,0.79,0.0,1.0,0.52,1.0
875,0.02,0.35,0.08,0.87,0.2,0.07,0.3,0.45,0.24,0.29,0.03,1.0,0.55,0.76,0.34,0.7,0.27,0.05,0.62,0.57,0.51,0.5,0.45,0.44,0.38,0.47,0.54,0.01,0.1,0.06,0.12,0.57,0.18,0.68,0.64,0.35,0.15,0.73,0.41,0.3,0.42,0.43,0.37,0.81,0.81,0.93,0.73,0.4,0.5,0.0,0.06,0.01,0.21,0.22,0.27,0.34,0.07,0.07,0.08,0.09,0.87,0.05,0.1,0.11,0.38,0.49,0.23,0.62,0.08,0.36,0.5,0.03,0.76,0.56,0.0,0.2,0.81,0.1,0.05,0.19,0.18,0.17,0.37,0.35,0.43,0.36,0.12,0.24,0.21,0.0,0.0,0.15,0.48,0.49,0.52,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0.0,0.0,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.2,0.29,0.15,0.09,0.25,0.0,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0.0,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0.0,0.98,0.02,0.26,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.5,0.03,0.58,0.56,0.11,0.56,0.67,0.72,1.0,0.07,0.07,0.11,0.0,0.06,0.09,0.08,0.28,0.19,0.43,0.0,0.0,0.01,0.67,0.59,0.66,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,0.05,0.52,0.24,0.73,0.27,0.03,1.0,1.0,1.0,0.24,0.06,1.0,0.31,0.7,0.44,0.75,0.28,0.1,0.38,0.53,0.38,0.42,0.22,0.17,0.27,0.22,0.33,0.04,0.42,0.11,0.09,1.0,0.24,0.4,0.1,1.0,0.07,0.81,0.22,1.0,0.28,0.27,0.28,0.58,0.63,0.79,0.48,0.49,0.55,0.01,0.26,0.02,0.98,0.86,0.85,0.78,0.57,0.44,0.4,0.33,0.83,0.08,0.08,0.06,0.22,0.35,0.21,0.28,0.08,0.67,0.0,0.06,0.71,0.25,0.03,0.28,0.71,0.12,0.0,0.3,0.34,0.4,0.37,0.35,0.4,0.37,0.63,0.5,0.19,0.01,0.01,0.24,0.36,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,0.01,0.46,0.02,0.98,0.04,0.01,0.39,0.45,0.27,0.38,0.03,1.0,0.34,0.6,0.32,0.48,0.45,0.28,0.6,0.35,0.29,0.28,0.17,0.25,0.15,0.26,0.4,0.01,0.19,0.32,0.39,0.23,0.22,0.54,0.66,0.29,0.48,0.34,0.48,0.24,0.44,0.47,0.45,0.71,0.72,0.69,0.61,0.5,0.47,0.01,0.15,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.97,0.01,0.13,0.14,0.47,0.53,0.36,0.63,0.06,0.4,0.5,0.01,0.91,0.59,0.15,0.43,0.52,0.22,0.07,0.13,0.14,0.14,0.23,0.25,0.25,0.26,0.38,0.18,0.22,0.0,0.0,0.02,0.75,0.53,0.8,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,0.01,0.51,0.11,0.9,0.05,0.01,1.0,0.96,1.0,0.52,0.0,0.0,0.09,0.3,0.59,0.44,0.69,0.28,0.61,0.18,0.16,0.15,0.19,0.0,0.08,0.01,0.15,0.02,0.52,0.45,0.42,0.43,0.44,0.29,0.27,0.88,0.35,0.46,0.27,0.85,0.36,0.33,0.23,0.55,0.63,0.59,0.52,0.58,0.68,0.0,0.18,0.0,0.95,0.9,0.73,0.62,0.13,0.11,0.08,0.06,0.95,0.02,0.01,0.02,0.18,0.22,0.19,0.49,0.05,0.55,0.0,0.02,0.74,0.47,0.08,0.35,0.54,0.31,0.2,0.08,0.09,0.1,0.07,0.1,0.1,0.09,0.53,0.28,0.56,0.0,0.0,0.05,0.58,0.31,0.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,0.02,0.26,0.0,0.96,0.06,0.06,0.23,0.19,0.1,1.0,0.0,0.0,0.19,0.0,0.16,0.59,0.97,0.56,1.0,0.22,0.26,0.25,0.05,0.2,0.21,0.31,0.27,0.02,0.29,0.22,0.38,0.23,0.48,0.04,0.16,0.55,0.3,0.37,0.53,0.15,0.55,0.57,0.22,0.57,0.59,0.62,0.68,0.29,0.36,0.0,0.08,0.01,0.14,0.12,0.12,0.13,0.04,0.03,0.03,0.03,0.92,0.04,0.12,0.12,0.27,0.23,0.36,0.66,0.14,0.76,0.0,0.03,0.81,0.68,0.18,0.45,0.67,0.11,0.09,0.22,0.21,0.24,0.29,0.3,0.34,0.32,0.64,0.63,0.26,0.0,0.0,0.12,0.54,0.43,0.52,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,0.0,0.51,0.2,0.83,0.04,0.03,0.4,0.52,0.26,0.2,0.02,1.0,0.39,0.84,0.0,0.41,0.24,0.17,0.22,0.39,0.29,0.29,0.26,1.0,0.36,0.0,0.57,0.0,0.09,0.27,0.36,0.34,0.18,0.78,0.84,0.24,0.59,0.43,0.45,0.25,0.52,0.51,0.51,0.72,0.75,0.85,0.7,0.81,0.75,0.0,0.13,0.0,0.09,0.32,0.31,0.37,0.01,0.05,0.04,0.04,0.96,0.02,0.1,0.12,0.54,0.59,0.41,0.66,0.09,0.39,0.5,0.01,0.77,0.63,0.03,0.17,0.79,0.17,0.28,0.12,0.1,0.11,0.3,0.29,0.33,0.31,0.05,0.26,0.58,0.0,0.0,0.06,0.62,0.53,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
